kode,periode,year_range,builtUp,tC_treeCover,tC_schrub,tC_bare,tC_grass,tC_crop,treatment,after,w,treated
CILENGKRANG_JATIENDAH,9,2021_2024,43.309411764705885,323.737128,0.0,7.679689411764705,5.857276023529412,154.7515641176471,1,1,,1
CILENGKRANG_JATIENDAH,8,2017_2020,32.78823529411765,422.58948098823527,0.0,10.284971294117648,10.769656305882346,268.52328635294106,1,1,,1
CILENGKRANG_JATIENDAH,7,2013_2016,26.116235294117654,802.9950331764705,0.0,6.933616941176471,11.577835129411763,424.35200752941176,1,0,,0
CILENGKRANG_JATIENDAH,6,2009_2012,23.992235294117645,734.9582998588234,0.0,11.210196705882352,12.489056752941176,385.2711536470587,1,0,,0
CILENGKRANG_JATIENDAH,5,2005_2008,25.15835294117647,1438.812444282353,0.0,2.676146823529412,5.728640894117645,512.7187810588234,1,0,,0
CILENGKRANG_JATIENDAH,4,2001_2004,19.617176470588237,2523.995455341176,0.0,1.4905524705882354,9.524387435294116,466.73614305882353,1,0,,0
CILENGKRANG_JATIENDAH,3,1997_2000,18.415411764705887,4916.360894823528,0.0,0.0,5.281448611764705,243.26195858823536,1,0,,0
CILENGKRANG_JATIENDAH,2,1993_1996,12.735176470588238,5083.192273976471,0.0,0.20304,3.607844964705882,364.36632776470583,1,0,,0
CILENGKRANG_JATIENDAH,1,1989_1992,2.0805882352941176,8107.451038164712,2.554497,0.10152,3.980280705882352,182.6698792941177,1,0,,0
CILENGKRANG_MELATIWANGI,9,2021_2024,33.56788235294118,12361.102988611756,308.69343158823534,10.814865882352944,85.34839814117646,1147.4196148235296,1,1,1.0,1
CILENGKRANG_MELATIWANGI,8,2017_2020,16.412823529411764,14602.275687388232,23.361125505882352,13.508529882352944,81.30144268235294,1448.624644235294,1,1,1.0,1
CILENGKRANG_MELATIWANGI,7,2013_2016,10.464000000000002,15727.16121967058,71.8765332352941,9.554823529411763,74.92558524705885,1543.7096862352946,1,0,1.0,0
CILENGKRANG_MELATIWANGI,6,2009_2012,11.292000000000003,12500.92742018823,10.217988,6.287073882352941,105.97042778823524,1717.8740142352935,1,0,1.0,0
CILENGKRANG_MELATIWANGI,5,2005_2008,11.45858823529412,15581.392951341166,12.772485,0.5569665882352941,63.57471367058825,1903.264712470588,1,0,1.0,0
CILENGKRANG_MELATIWANGI,4,2001_2004,7.842000000000001,28145.56741115292,5.108994,0.0529496470588235,32.52380978823529,631.9002254117647,1,0,1.0,0
CILENGKRANG_MELATIWANGI,3,1997_2000,8.449411764705882,33642.46226456471,0.0,0.0,15.716384188235294,62.38734105882352,1,0,1.0,0
CILENGKRANG_MELATIWANGI,2,1993_1996,5.314588235294117,33125.75241712941,0.0,0.0,18.37259858823529,173.23079188235292,1,0,1.0,0
CILENGKRANG_MELATIWANGI,1,1989_1992,2.3283529411764707,35236.3338288,0.0,0.0,10.374995647058824,43.66874505882353,1,0,1.0,0
CILENGKRANG_CIPANJALU,9,2021_2024,20.799882352941182,196572.318514306,4686.319914035296,14.953298823529408,400.0384154117648,2754.7773148235287,1,1,1.0,1
CILENGKRANG_CIPANJALU,8,2017_2020,9.082235294117645,241516.9575110116,1841.5018255764708,5.941109647058823,203.3263428000001,2055.838025647058,1,1,1.0,1
CILENGKRANG_CIPANJALU,7,2013_2016,4.777764705882352,229124.40412404688,3006.8032511647048,2.746215529411764,277.23564317647066,2150.412415411763,1,0,1.0,0
CILENGKRANG_CIPANJALU,6,2009_2012,3.3342352941176476,220408.02720804693,1355.3560023882349,4.041292235294118,473.5200544941174,2344.05333882353,1,0,1.0,0
CILENGKRANG_CIPANJALU,5,2005_2008,4.6005882352941185,260503.93809317588,255.4697352705882,0.0951501176470588,148.61600385882352,1586.061906,1,0,1.0,0
CILENGKRANG_CIPANJALU,4,2001_2004,1.648941176470588,269326.0345133641,284.07008403529414,0.1500903529411764,111.09899590588236,855.6217570588235,1,0,1.0,0
CILENGKRANG_CIPANJALU,3,1997_2000,0.4838823529411764,275164.901955105,114.93232972941176,0.0,118.44534141176466,125.333208,1,0,1.0,0
CILENGKRANG_CIPANJALU,2,1993_1996,0.2036470588235294,280326.7490785409,28.099466999999997,0.0,56.076834635294105,226.01946670588237,1,0,1.0,0
CILENGKRANG_CIPANJALU,1,1989_1992,0.63,281283.7067957644,40.871952,0.0,45.00949912941176,205.01091458823532,1,0,1.0,0
CILENGKRANG_CILENGKRANG,9,2021_2024,22.42482352941176,40497.26413383528,493.4286440470589,11.93556705882353,87.59109437647055,671.6273735294119,1,1,1.0,1
CILENGKRANG_CILENGKRANG,8,2017_2020,7.570941176470589,43450.77392851766,54.55604181176471,6.945560470588235,88.08745087058821,1198.875806470589,1,1,1.0,1
CILENGKRANG_CILENGKRANG,7,2013_2016,4.222588235294118,42571.31691769413,130.44964679999998,2.9588103529411764,97.3889156470588,1317.0598831764703,1,0,1.0,0
CILENGKRANG_CILENGKRANG,6,2009_2012,3.730235294117646,38805.92518828236,43.38637845882352,2.9584122352941176,127.47337235294114,1533.7120729411763,1,0,1.0,0
CILENGKRANG_CILENGKRANG,5,2005_2008,4.113176470588235,51033.609239294114,20.435976,0.608721882352941,45.67624665882348,900.9341639999998,1,0,1.0,0
CILENGKRANG_CILENGKRANG,4,2001_2004,2.3784705882352943,57454.79956136472,11.850862552941177,0.10152,22.459962988235297,344.37110117647063,1,0,1.0,0
CILENGKRANG_CILENGKRANG,3,1997_2000,0.8347058823529411,60801.6413104941,0.0,0.0,13.172641341176464,38.01965470588235,1,0,1.0,0
CILENGKRANG_CILENGKRANG,2,1993_1996,0.4648235294117647,60266.46517411768,0.0,0.0,14.380195199999996,106.072044,1,0,1.0,0
CILENGKRANG_CILENGKRANG,1,1989_1992,0.09,61038.990830541145,0.0,0.0,9.339179788235295,67.45396870588235,1,0,1.0,0
CILENGKRANG_CIPOREAT,9,2021_2024,29.860941176470583,68259.598342306,975.8278716352936,7.859638588235293,128.86209296470588,961.8773167058824,1,1,1.0,1
CILENGKRANG_CIPOREAT,8,2017_2020,13.267764705882357,77720.05128832947,177.9733086352941,5.7535962352941175,67.13810879999998,1462.8191805882352,1,1,1.0,1
CILENGKRANG_CIPOREAT,7,2013_2016,7.358823529411765,76077.64800847061,339.4075014000001,3.5524037647058817,70.16473849411763,1703.7353304705894,1,0,1.0,0
CILENGKRANG_CIPOREAT,6,2009_2012,6.6388235294117655,74133.14778296478,169.10770140000002,3.290442352941176,85.39217449411763,1948.9202138823537,1,0,1.0,0
CILENGKRANG_CIPOREAT,5,2005_2008,5.895882352941175,84509.4709533177,30.653964,0.3109298823529411,32.66052670588234,1326.1798129411766,1,0,1.0,0
CILENGKRANG_CIPOREAT,4,2001_2004,2.284588235294118,90647.66539736476,21.50786297647059,0.20304,17.319272188235296,750.3156914117645,1,0,1.0,0
CILENGKRANG_CIPOREAT,3,1997_2000,1.5141176470588236,96190.20660875295,7.683526270588236,0.0,9.244218776470586,112.13603929411768,1,0,1.0,0
CILENGKRANG_CIPOREAT,2,1993_1996,0.4327058823529411,95665.82170997656,0.0,0.0,12.135478517647057,180.9544069411764,1,0,1.0,0
CILENGKRANG_CIPOREAT,1,1989_1992,0.09,96833.75677835297,5.108994,0.0,2.7478079999999996,134.3653694117647,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,9,2021_2024,46.35317647058824,55820.013625694104,407.2068570705881,17.22057882352941,120.05294378823524,1703.8310777647066,1,1,1.0,1
CILENGKRANG_GIRIMEKAR,8,2017_2020,23.67564705882353,63668.64808291767,83.8375897764706,12.506467764705883,62.77461663529411,2287.4347722352936,1,1,1.0,1
CILENGKRANG_GIRIMEKAR,7,2013_2016,15.255529411764696,61469.19765571765,253.17569678823529,5.91125082352941,80.11409329411762,2575.809664235295,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,6,2009_2012,16.01682352941176,54873.9048532235,22.78010265882353,11.437521882352945,115.54061202352943,3121.513388117646,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,5,2005_2008,16.807764705882345,63917.76986216469,31.20493394117647,0.8173355294117646,62.24862691764704,2692.709131411764,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,4,2001_2004,7.314705882352943,78203.98347289412,13.87442488235294,0.6162861176470588,40.074220447058806,1212.5596905882348,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,3,1997_2000,3.0049411764705884,89041.44450240005,2.554497,0.0,12.695815835294116,157.2649305882353,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,2,1993_1996,0.0028235294117647,88644.59241162358,2.554497,0.0,8.033970988235293,335.23521352941174,1,0,1.0,0
CILENGKRANG_GIRIMEKAR,1,1989_1992,0.0,91047.40284578828,0.0,0.0,2.5666412470588233,69.8795668235294,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,9,2021_2024,49.989882352941166,3397.9702866352945,65.98616368235294,20.075480470588232,60.937356776470594,562.5712055294117,1,1,1.0,1
CILEUNYI_CILEUNYI KULON,8,2017_2020,24.97411764705883,4835.397759247057,5.108994,20.53132517647058,52.28580247058823,1071.2047687058823,1,1,1.0,1
CILEUNYI_CILEUNYI KULON,7,2013_2016,17.985882352941182,6792.593558399999,21.437739529411765,13.36560564705882,65.4537294352941,933.1770652941178,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,6,2009_2012,15.203294117647058,6424.364215482355,7.663491,12.774799058823527,65.26515437647058,1072.042557529412,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,5,2005_2008,24.132352941176475,8994.179150258824,5.108994,2.834199529411765,41.011707882352944,1003.4635581176474,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,4,2001_2004,17.438470588235294,12501.273663105883,2.554497,3.1471199999999997,38.40263724705883,696.5535857647059,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,3,1997_2000,19.03835294117647,17321.090491058832,0.0,0.30456,13.048720588235293,353.34741,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,2,1993_1996,8.272235294117646,19121.95761289412,0.0,0.0,7.266874588235294,422.3413143529411,1,0,1.0,0
CILEUNYI_CILEUNYI KULON,1,1989_1992,1.0076470588235291,22877.654540611755,0.0,0.0,2.1026119058823527,128.46893188235293,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,9,2021_2024,40.306941176470566,22816.83120141176,762.2218342588236,23.38742117647059,118.92755477647054,830.4003240000004,1,1,1.0,1
CILEUNYI_CIBIRU WETAN,8,2017_2020,20.92094117647059,29292.958733082352,100.71730524705882,23.460276705882357,100.36907505882348,1123.7301384705884,1,1,1.0,1
CILEUNYI_CIBIRU WETAN,7,2013_2016,15.308470588235297,30987.183036282346,194.7027595764706,10.500751058823528,123.84869032941168,923.0597678823528,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,6,2009_2012,11.678470588235294,29367.17013176471,77.90714968235294,10.998000000000005,129.27089675294113,1247.9383157647055,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,5,2005_2008,16.98,34662.782435717636,15.326982,1.0231623529411766,77.37099967058822,1260.5131270588229,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,4,2001_2004,14.95941176470588,39470.82700447064,10.217988,0.584436705882353,65.06310967058825,800.0803475294117,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,3,1997_2000,17.105294117647055,46514.38897101181,2.554497,0.0,26.73792289411765,249.5493642352941,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,2,1993_1996,3.0324705882352943,49857.88370527063,0.0,0.30456,14.559341505882353,245.61574623529415,1,0,1.0,0
CILEUNYI_CIBIRU WETAN,1,1989_1992,0.715764705882353,51945.555377223565,2.554497,0.0,4.645007788235293,130.8626142352941,1,0,1.0,0
CILEUNYI_CIMEKAR,9,2021_2024,64.29529411764706,2999.040738352942,70.69445227058823,15.519422117647064,56.988056258823526,372.2176058823529,1,1,1.0,1
CILEUNYI_CIMEKAR,8,2017_2020,39.79305882352941,3709.588912517648,7.663491,22.32325270588235,52.198249764705864,798.4845592941175,1,1,1.0,1
CILEUNYI_CIMEKAR,7,2013_2016,29.81682352941176,4702.786721788235,13.684089811764704,17.97899294117647,63.088459411764696,839.9431376470586,1,0,1.0,0
CILEUNYI_CIMEKAR,6,2009_2012,23.848235294117643,3318.7383656470597,2.554497,27.896103529411768,58.802417717647046,1027.1290976470589,1,0,1.0,0
CILEUNYI_CIMEKAR,5,2005_2008,37.35564705882352,5377.556461129409,0.0,3.583456941176471,48.22807129411764,1051.6802996470583,1,0,1.0,0
CILEUNYI_CIMEKAR,4,2001_2004,19.611529411764703,10315.846074070592,7.633438094117646,0.7974296470588234,50.60074962352939,791.6705435294117,1,0,1.0,0
CILEUNYI_CIMEKAR,3,1997_2000,13.40329411764706,17073.699926399986,0.0,0.0,21.302920305882353,366.7999048235294,1,0,1.0,0
CILEUNYI_CIMEKAR,2,1993_1996,3.696,20600.76111416469,0.0,0.0,14.089924305882354,184.03427823529415,1,0,1.0,0
CILEUNYI_CIMEKAR,1,1989_1992,1.08,22893.754836282344,0.0,0.0,4.441616117647057,40.43727388235295,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,9,2021_2024,41.18929411764704,26571.431693223534,720.2880129176473,19.37399717647058,202.63198249411764,1018.096936235294,1,1,1.0,1
CILEUNYI_CILEUNYI WETAN,8,2017_2020,18.644470588235293,31291.530560894116,129.67828888235294,19.73389552941176,174.20429237647053,1695.5409578823528,1,1,1.0,1
CILEUNYI_CILEUNYI WETAN,7,2013_2016,11.486823529411769,32084.080599388224,173.94621924705885,9.07270305882353,217.2027732,1416.7647321176466,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,6,2009_2012,7.212,29108.69979374118,45.980946,8.362859294117646,242.75334670588236,1738.2362721176469,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,5,2005_2008,15.350470588235291,38992.2615851294,5.108994,0.6465430588235294,149.11168687058824,1484.2984902352932,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,4,2001_2004,7.039411764705883,48924.18197068235,20.435976,0.30456,101.6271400941176,856.1483671764705,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,3,1997_2000,3.7245882352941178,58026.56203270584,0.0,0.0,60.289466752941166,184.6566356470588,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,2,1993_1996,1.5416470588235294,60135.29681548232,0.0,0.0,46.5659168470588,105.02680270588232,1,0,1.0,0
CILEUNYI_CILEUNYI WETAN,1,1989_1992,0.7919999999999998,62215.52426470587,2.554497,0.0,22.199998800000003,120.98468505882354,1,0,1.0,0
CILEUNYI_CINUNUK,9,2021_2024,36.56470588235293,1839.0692570823528,15.75774031764706,16.070815058823527,40.26414247058824,438.72208058823526,1,1,1.0,1
CILEUNYI_CINUNUK,8,2017_2020,23.401058823529404,2881.5489749647054,0.0,15.51384847058824,39.11585505882352,629.4905851764707,1,1,1.0,1
CILEUNYI_CINUNUK,7,2013_2016,13.546235294117643,4653.447106023527,0.0,14.09575341176471,45.99615077647058,554.193317294118,1,0,1.0,0
CILEUNYI_CINUNUK,6,2009_2012,8.671411764705885,3157.389166023529,0.0,17.22336564705883,49.94275736470585,761.8133456470588,1,0,1.0,0
CILEUNYI_CINUNUK,5,2005_2008,15.350470588235297,5214.129804,2.554497,1.9523689411764704,37.17824632941176,781.6888881176465,1,0,1.0,0
CILEUNYI_CINUNUK,4,2001_2004,10.228235294117647,8331.643327341175,2.624620447058823,0.3192903529411764,45.05866334117647,405.7530956470589,1,0,1.0,0
CILEUNYI_CINUNUK,3,1997_2000,6.591529411764706,13045.913772564703,0.0,0.0,17.41558016470588,172.12969800000002,1,0,1.0,0
CILEUNYI_CINUNUK,2,1993_1996,2.1854117647058824,14537.98991901176,0.0,0.10152,10.554141952941173,144.69011929411766,1,0,1.0,0
CILEUNYI_CINUNUK,1,1989_1992,0.4535294117647059,15645.90954832941,0.0,0.10152,5.468676705882352,90.9040768235294,1,0,1.0,0
CIMENYAN_CIBEUNYING,9,2021_2024,113.53694117647062,23711.176657694105,287.9969970705882,34.72581176470587,80.11746070588232,884.290092705882,1,1,1.0,1
CIMENYAN_CIBEUNYING,8,2017_2020,81.47858823529411,29890.05464456469,109.3224539647059,16.65604799999999,73.77056301176468,1334.3582276470588,1,1,1.0,1
CIMENYAN_CIBEUNYING,7,2013_2016,71.09823529411763,32814.53774131763,81.93423907058823,12.815407058823528,81.04956028235291,1177.2209601176476,1,0,1.0,0
CIMENYAN_CIBEUNYING,6,2009_2012,56.315647058823515,31656.932253317616,58.35272558823529,16.605487058823524,102.4770748235294,1360.4334074117653,1,0,1.0,0
CIMENYAN_CIBEUNYING,5,2005_2008,59.21047058823529,38937.55520414115,7.663491,1.2596442352941175,51.159739976470576,1244.228108117647,1,0,1.0,0
CIMENYAN_CIBEUNYING,4,2001_2004,49.06164705882352,42798.50997882349,10.217988,1.5228,42.53983934117645,1034.6372812941174,1,0,1.0,0
CIMENYAN_CIBEUNYING,3,1997_2000,28.509882352941176,52879.48794042346,2.554497,0.0,28.88229070588234,303.822122117647,1,0,1.0,0
CIMENYAN_CIBEUNYING,2,1993_1996,27.721764705882354,51259.82127882347,0.0,0.10152,16.188495317647057,695.9711230588235,1,0,1.0,0
CIMENYAN_CIBEUNYING,1,1989_1992,14.901882352941175,55575.854661599944,0.0,0.10152,12.421708517647058,433.6554529411764,1,0,1.0,0
CIMENYAN_MEKARMANIK,9,2021_2024,37.64505882352941,133485.12770442353,1048.6160096823526,26.555641411764707,199.27938734117643,4986.247793647052,1,1,1.0,1
CIMENYAN_MEKARMANIK,8,2017_2020,19.14529411764706,144528.0261983999,263.98472527058817,9.391595294117646,117.5004456705882,5874.423630705879,1,1,1.0,1
CIMENYAN_MEKARMANIK,7,2013_2016,11.02164705882353,142601.5306046117,681.5898877764706,7.2310108235294095,166.2309348,5457.803217176467,1,0,1.0,0
CIMENYAN_MEKARMANIK,6,2009_2012,18.76094117647059,136989.10603101185,219.3761953058823,7.832566588235292,176.2651483764705,6296.062798235293,1,0,1.0,0
CIMENYAN_MEKARMANIK,5,2005_2008,9.0,163853.228403953,101.69903350588235,0.0,102.8872255764706,3918.2984329411775,1,0,1.0,0
CIMENYAN_MEKARMANIK,4,2001_2004,4.5,186502.93969044703,63.862424999999995,0.20304,71.64976708235292,1288.5591052941168,1,0,1.0,0
CIMENYAN_MEKARMANIK,3,1997_2000,1.35,199498.12887557645,17.881479000000002,0.0,30.56667007058824,90.39342458823528,1,0,1.0,0
CIMENYAN_MEKARMANIK,2,1993_1996,2.545058823529412,196921.44678959996,2.554497,0.0,15.644321576470588,608.641611882353,1,0,1.0,0
CIMENYAN_MEKARMANIK,1,1989_1992,0.18,200607.43347656468,10.217988,0.0,12.593446517647058,182.50232152941177,1,0,1.0,0
CIMENYAN_SINDANGLAYA,9,2021_2024,49.244470588235295,7163.59284465882,167.40470340000002,16.918407529411766,56.1522646588235,1123.2992756470587,1,1,1.0,1
CIMENYAN_SINDANGLAYA,8,2017_2020,27.75070588235294,7669.626868799999,10.8991872,20.00859670588235,49.256478847058794,1683.660314470589,1,1,1.0,1
CIMENYAN_SINDANGLAYA,7,2013_2016,19.26882352941176,8566.569146964703,17.811355552941176,18.13505505882353,60.42483670588232,1651.122192352942,1,0,1.0,0
CIMENYAN_SINDANGLAYA,6,2009_2012,18.005294117647054,8562.991303482355,0.0,18.010046117647057,62.80761727058821,1668.643947176471,1,0,1.0,0
CIMENYAN_SINDANGLAYA,5,2005_2008,18.664941176470585,12007.531262541175,2.554497,3.0710795294117648,40.09981277647058,1743.8614256470594,1,0,1.0,0
CIMENYAN_SINDANGLAYA,4,2001_2004,11.425058823529412,17452.951335529422,12.772485,1.11672,40.765213341176455,1177.763528117648,1,0,1.0,0
CIMENYAN_SINDANGLAYA,3,1997_2000,10.534588235294118,26736.53185778823,2.554497,0.0,17.22633162352941,223.68163694117652,1,0,1.0,0
CIMENYAN_SINDANGLAYA,2,1993_1996,7.182705882352941,23227.41759458824,10.217988,0.10152,12.689754494117643,830.2567030588235,1,0,1.0,0
CIMENYAN_SINDANGLAYA,1,1989_1992,2.25,29408.661574729416,0.0,0.0,4.325777152941176,196.37770023529416,1,0,1.0,0
CIMENYAN_CIBURIAL,9,2021_2024,71.48717647058828,69233.52196249411,815.7360419999999,26.556437647058825,153.2280110117647,3543.192450352942,1,1,1.0,1
CIMENYAN_CIBURIAL,8,2017_2020,41.64070588235295,78639.78789190587,322.32743322352945,18.253296,113.06354392941174,4072.180292470589,1,1,1.0,1
CIMENYAN_CIBURIAL,7,2013_2016,34.40470588235294,76439.93351463528,611.8170579529412,14.513378823529404,142.98434442352936,4029.8280727058823,1,0,1.0,0
CIMENYAN_CIBURIAL,6,2009_2012,32.6375294117647,70154.52812343526,279.9027477529412,21.699402352941178,170.80590042352932,4731.607864941178,1,0,1.0,0
CIMENYAN_CIBURIAL,5,2005_2008,26.42258823529411,99699.95565063538,171.2214224470588,1.42128,79.91406903529413,2356.7717710588245,1,0,1.0,0
CIMENYAN_CIBURIAL,4,2001_2004,19.10858823529412,108328.38686555297,63.862424999999995,1.11672,65.96894343529412,1581.8570040000009,1,0,1.0,0
CIMENYAN_CIBURIAL,3,1997_2000,5.673529411764705,122153.3472028236,17.881479000000002,0.10152,44.62494070588233,287.967966,1,0,1.0,0
CIMENYAN_CIBURIAL,2,1993_1996,5.223176470588235,122795.22386498823,2.554497,0.20304,31.820694211764707,371.2681118823529,1,0,1.0,0
CIMENYAN_CIBURIAL,1,1989_1992,1.369764705882353,125221.52111040006,0.0,0.10152,18.196146211764695,288.3908498823529,1,0,1.0,0
CIMENYAN_PADASUKA,9,2021_2024,39.08752941176471,803.7452261647057,1.8632801647058823,8.469952941176471,27.14201230588234,277.6192792941177,1,1,1.0,1
CIMENYAN_PADASUKA,8,2017_2020,26.92658823529412,1749.3923414117642,2.0035270588235297,9.706108235294115,21.422800164705883,464.6616183529412,1,1,1.0,1
CIMENYAN_PADASUKA,7,2013_2016,20.67494117647059,2143.993853223529,2.554497,7.760507294117648,26.436202799999982,530.5916092941176,1,0,1.0,0
CIMENYAN_PADASUKA,6,2009_2012,15.112235294117644,2114.794033835294,2.554497,7.599269647058823,37.27455430588235,535.2114162352941,1,0,1.0,0
CIMENYAN_PADASUKA,5,2005_2008,16.30694117647059,3820.617474776471,2.554497,0.6334051764705884,16.38178475294118,659.4754461176472,1,0,1.0,0
CIMENYAN_PADASUKA,4,2001_2004,10.723764705882354,6007.141499717649,0.0,0.4884903529411763,13.987554988235294,516.6763358823529,1,0,1.0,0
CIMENYAN_PADASUKA,3,1997_2000,5.340705882352943,10836.768543670578,0.0,0.0,4.592476164705881,91.693992,1,0,1.0,0
